age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,pets,smokes,speaks
23,available,f,bisexual,a little extra,vegetarian,desperately,sometimes,graduated from college/university,other,65,70000,medicine / health,"berkeley, california","has kids, and wants more",has cats,no,"english, french (poorly), swahili (fluently)"
36,single,f,straight,fit,mostly vegetarian,socially,never,graduated from ph.d program,white,63,80000,executive / management,"san rafael, california",has a kid,has dogs,no,"english (fluently), spanish (fluently), italian (okay), french (okay), irish (poorly)"
51,single,f,gay,used up,mostly other,not at all,never,graduated from masters program,white,66,30000,other,"oakland, california",has kids,has dogs and has cats,no,"english (fluently), spanish (okay)"
23,single,f,straight,used up,mostly anything,desperately,never,graduated from ph.d program,white,67,250000,unemployed,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and has cats,yes,english
20,single,m,straight,a little extra,anything,rarely,sometimes,dropped out of college/university,asian,72,70000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), portuguese (fluently)"
25,single,f,straight,fit,mostly anything,often,never,graduated from masters program,white,67,50000,education / academia,"pacifica, california","doesn't have kids, but might want them",likes dogs and has cats,no,english (fluently)
22,single,m,bisexual,a little extra,mostly anything,rarely,sometimes,working on two-year college,white,74,20000,student,"el cerrito, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,yes,english (poorly)
27,single,m,straight,average,other,rarely,never,graduated from masters program,white,66,80000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs,sometimes,english
24,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,72,70000,law / legal services,"redwood city, california","doesn't have kids, but wants them",has dogs and likes cats,no,english
27,single,f,straight,average,mostly anything,socially,never,graduated from masters program,other,63,70000,artistic / musical / writer,"san francisco, california","doesn't have kids, but might want them",likes dogs,no,"english, spanish (fluently), french (okay)"
37,single,m,straight,athletic,mostly anything,often,never,graduated from college/university,white,67,70000,banking / financial / real estate,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), german (fluently), french (poorly)"
25,single,m,straight,average,mostly anything,socially,often,working on two-year college,white,64,80000,sales / marketing / biz dev,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,when drinking,"english (fluently), spanish (fluently)"
62,single,f,straight,average,mostly anything,socially,never,graduated from masters program,white,62,70000,education / academia,"oakland, california",doesn't have kids,likes dogs and dislikes cats,no,"english (fluently), french (okay)"
61,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,white,62,50000,education / academia,"novato, california","has kids, but doesn't want more",has dogs,no,"english (fluently), french (poorly)"
63,single,m,straight,thin,anything,socially,never,graduated from college/university,middle eastern,68,40000,retired,"fairfax, california",has kids,likes dogs and likes cats,no,"english, farsi"
34,seeing someone,m,straight,overweight,mostly anything,desperately,never,graduated from college/university,white,73,150000,science / tech / engineering,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and has cats,no,"english (fluently), esperanto (poorly)"
33,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,black,76,150000,banking / financial / real estate,"san francisco, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), japanese (poorly)"
30,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,66,60000,transportation,"mill valley, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,english (fluently)
28,single,f,bisexual,athletic,mostly vegan,rarely,sometimes,graduated from college/university,white,72,20000,medicine / health,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,"english (fluently), french (fluently)"
25,single,f,bisexual,curvy,mostly vegetarian,socially,sometimes,graduated from masters program,white,70,40000,education / academia,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), french (poorly)"
46,single,f,straight,jacked,mostly anything,socially,never,graduated from college/university,white,69,80000,other,"redwood city, california",doesn't have kids,has dogs,no,english
41,single,m,straight,average,anything,socially,sometimes,graduated from college/university,white,74,70000,construction / craftsmanship,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english
41,available,m,straight,average,mostly anything,socially,never,graduated from ph.d program,white,74,100000,science / tech / engineering,"albany, california",has kids,likes dogs and has cats,when drinking,"english (okay), spanish (okay), albanian (okay), vietnamese (poorly)"
26,single,m,straight,athletic,mostly anything,socially,sometimes,graduated from college/university,white,70,70000,science / tech / engineering,"mountain view, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), spanish (poorly)"
30,single,m,straight,jacked,strictly other,socially,never,working on college/university,"hispanic / latin, white",67,50000,hospitality / travel,"san francisco, california",doesn't have kids,has dogs,no,"english (fluently), spanish (poorly)"
29,single,m,straight,used up,mostly anything,often,sometimes,graduated from college/university,"hispanic / latin, white",74,1000000,clerical / administrative,"oakland, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,english (poorly)
34,available,f,gay,curvy,mostly anything,often,sometimes,college/university,white,66,60000,banking / financial / real estate,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,no,english (fluently)
38,single,m,straight,fit,strictly vegetarian,socially,sometimes,dropped out of high school,white,68,100000,science / tech / engineering,"oakland, california",doesn't want kids,likes dogs and has cats,yes,"english (fluently), c++ (okay), indonesian (poorly)"
23,available,m,straight,athletic,strictly anything,often,never,working on college/university,"asian, pacific islander",66,40000,law / legal services,"hayward, california","doesn't have kids, but might want them",has dogs and likes cats,sometimes,"english (fluently), tagalog (okay), japanese (okay), italian (okay)"
23,single,m,straight,athletic,mostly anything,rarely,sometimes,graduated from college/university,white,69,50000,computer / hardware / software,"san francisco, california",doesn't have kids,likes dogs,no,english
32,available,m,straight,average,strictly anything,socially,never,graduated from masters program,white,66,70000,military,"oakland, california","has kids, but doesn't want more",has dogs and likes cats,sometimes,english
26,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,71,40000,sales / marketing / biz dev,"castro valley, california","doesn't have kids, but might want them",likes dogs,no,english
19,seeing someone,f,straight,thin,mostly anything,rarely,never,working on college/university,black,64,20000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,english (fluently)
26,single,f,bisexual,curvy,anything,socially,never,two-year college,white,63,20000,clerical / administrative,"vallejo, california",doesn't want kids,likes dogs and has cats,no,english
31,single,m,straight,fit,mostly anything,socially,never,working on masters program,white,73,80000,political / government,"san francisco, california","has kids, and might want more",likes dogs,no,"english (fluently), arabic (poorly), japanese (okay)"
23,single,m,straight,average,mostly anything,socially,never,working on ph.d program,white,70,30000,student,"stanford, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
25,single,m,straight,athletic,mostly anything,socially,never,dropped out of ph.d program,other,71,100000,science / tech / engineering,"mountain view, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), bengali (fluently), c++ (fluently)"
40,single,f,straight,fit,mostly anything,not at all,never,graduated from college/university,white,64,50000,education / academia,"san rafael, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), spanish (poorly)"
67,single,f,straight,curvy,anything,socially,never,graduated from ph.d program,white,62,150000,executive / management,"san francisco, california","has a kid, but doesn't want more",likes dogs,no,english
18,single,f,bisexual,curvy,anything,very often,often,high school,white,69,20000,unemployed,"oakland, california",doesn't have kids,has dogs and likes cats,yes,english
40,single,m,straight,fit,mostly vegetarian,socially,never,graduated from masters program,white,74,40000,education / academia,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), french (fluently), dutch (fluently), german (fluently)"
48,single,m,straight,a little extra,strictly anything,socially,never,graduated from two-year college,white,72,80000,transportation,"vallejo, california","doesn't have kids, but wants them",likes dogs and has cats,no,english (fluently)
38,single,m,straight,average,mostly anything,not at all,never,graduated from college/university,indian,68,80000,artistic / musical / writer,"san francisco, california","doesn't have kids, but wants them",likes dogs,no,"english (fluently), german (fluently), italian (fluently), gujarati (fluently), hindi (okay)"
22,single,m,straight,average,anything,rarely,sometimes,working on college/university,"asian, black, white",68,20000,sales / marketing / biz dev,"oakland, california","doesn't have kids, but wants them",has dogs,sometimes,english
23,single,m,straight,average,mostly anything,rarely,never,graduated from masters program,white,73,100000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), russian (fluently), spanish (poorly)"
20,single,f,straight,curvy,anything,socially,never,working on college/university,"middle eastern, black",65,20000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), french (okay)"
60,single,f,straight,curvy,anything,socially,never,graduated from college/university,white,60,30000,education / academia,"half moon bay, california","has kids, but doesn't want more",has dogs and likes cats,no,"english (fluently), spanish (okay), french (poorly)"
31,single,m,straight,athletic,anything,socially,never,graduated from law school,white,74,150000,law / legal services,"san francisco, california","doesn't have kids, but might want them",has dogs,no,"english (fluently), spanish (poorly), chinese (poorly)"
29,single,m,straight,athletic,mostly vegetarian,rarely,never,graduated from two-year college,white,70,20000,clerical / administrative,"san rafael, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), spanish (poorly)"
34,single,f,straight,fit,mostly vegetarian,socially,never,graduated from masters program,white,67,100000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,likes dogs,no,"english, german, russian"
26,single,f,straight,curvy,mostly anything,rarely,never,graduated from college/university,white,63,20000,other,"san rafael, california",doesn't want kids,dislikes dogs and likes cats,no,"english, japanese (poorly)"
49,single,f,straight,average,anything,socially,never,graduated from two-year college,white,64,50000,education / academia,"half moon bay, california",has kids,has dogs and has cats,no,"english (fluently), spanish (poorly)"
35,single,m,straight,athletic,mostly anything,often,sometimes,graduated from college/university,white,72,1000000,other,"san francisco, california",doesn't have kids,likes dogs,no,english (fluently)
29,single,f,straight,curvy,strictly vegetarian,often,never,graduated from college/university,white,64,20000,education / academia,"san geronimo, california",doesn't have kids,has dogs and has cats,no,"english, german (fluently), spanish (poorly)"
31,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from college/university,"native american, white",66,40000,artistic / musical / writer,"oakland, california","doesn't have kids, but wants them",has dogs and has cats,no,"english, spanish (okay)"
32,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,64,60000,executive / management,"oakland, california","doesn't have kids, but wants them",likes dogs,no,english
54,single,f,straight,average,mostly anything,socially,never,working on college/university,white,65,50000,student,"novato, california","has kids, but doesn't want more",has dogs and has cats,no,english (fluently)
23,single,m,straight,average,mostly anything,often,often,graduated from college/university,white,74,30000,sales / marketing / biz dev,"pacifica, california","doesn't have kids, but wants them",likes dogs and dislikes cats,yes,"english (fluently), german (okay), irish (okay)"
44,single,f,straight,a little extra,mostly anything,socially,never,graduated from college/university,white,67,150000,medicine / health,"pacifica, california",has kids,has dogs,no,"english (fluently), spanish (poorly)"
21,single,f,bisexual,curvy,strictly vegan,rarely,never,dropped out of college/university,white,66,20000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and likes cats,no,"english (fluently), spanish (okay)"
64,single,f,straight,average,mostly anything,socially,never,graduated from ph.d program,white,68,100000,education / academia,"oakland, california",doesn't want kids,has cats,no,english
22,single,f,bisexual,thin,other,socially,never,working on college/university,white,64,20000,student,"berkeley, california",doesn't want kids,likes dogs and dislikes cats,no,"english, english (fluently), spanish (okay)"
35,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,white,78,1000000,artistic / musical / writer,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), german (poorly)"
22,single,m,straight,athletic,anything,socially,never,working on two-year college,"hispanic / latin, other",70,20000,sales / marketing / biz dev,"oakland, california","doesn't have kids, but wants them",likes dogs,no,"english (fluently), spanish (fluently), italian (okay), hebrew (poorly)"
57,single,m,straight,overweight,mostly anything,not at all,never,graduated from masters program,white,71,150000,computer / hardware / software,"san francisco, california",has kids,likes dogs and likes cats,no,"english (fluently), ancient greek (poorly), yiddish (okay), latin (poorly), c++ (okay)"
25,single,m,straight,average,anything,often,never,working on college/university,white,70,1000000,artistic / musical / writer,"montara, california","doesn't have kids, but might want them",has dogs and has cats,trying to quit,"english (fluently), spanish (poorly)"
37,single,m,straight,athletic,strictly vegetarian,socially,never,graduated from college/university,black,68,50000,education / academia,"emeryville, california",has kids,likes dogs and likes cats,no,english
43,single,m,straight,athletic,strictly anything,socially,never,graduated from law school,white,72,500000,law / legal services,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english (fluently)
41,single,m,straight,athletic,mostly anything,rarely,never,graduated from college/university,white,68,50000,medicine / health,"san mateo, california","doesn't have kids, but might want them",has dogs and dislikes cats,no,"english (fluently), english (fluently)"
28,single,f,straight,average,mostly anything,often,sometimes,graduated from college/university,white,62,20000,other,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,trying to quit,"english (fluently), sign language (okay)"
37,single,m,straight,fit,mostly anything,not at all,never,working on college/university,white,70,30000,construction / craftsmanship,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,trying to quit,"english (fluently), sign language (fluently), spanish (poorly)"
44,single,m,straight,athletic,mostly anything,not at all,never,graduated from masters program,white,69,100000,science / tech / engineering,"berkeley, california",has a kid,likes dogs and dislikes cats,no,english
25,single,f,straight,fit,mostly anything,socially,sometimes,graduated from college/university,middle eastern,62,20000,other,"san rafael, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), farsi (fluently)"
35,single,m,straight,athletic,anything,socially,never,graduated from masters program,white,74,150000,science / tech / engineering,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,no,"english, french"
53,single,m,straight,athletic,mostly anything,socially,never,working on college/university,white,75,150000,computer / hardware / software,"palo alto, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english (fluently)
42,single,f,straight,average,mostly anything,socially,sometimes,graduated from masters program,white,62,60000,education / academia,"san francisco, california",has a kid,likes dogs,when drinking,english
44,single,m,straight,jacked,anything,socially,never,graduated from ph.d program,"hispanic / latin, white",68,100000,science / tech / engineering,"san francisco, california",has a kid,likes dogs and likes cats,no,"english (fluently), spanish (poorly)"
34,single,m,gay,athletic,strictly anything,socially,never,graduated from college/university,white,71,80000,artistic / musical / writer,"walnut creek, california","doesn't have kids, but might want them",has dogs,sometimes,english
24,single,f,straight,thin,mostly anything,rarely,never,graduated from college/university,white,64,30000,clerical / administrative,"oakland, california","doesn't have kids, but might want them",likes dogs,no,"english (fluently), french (poorly)"
37,single,m,straight,fit,mostly anything,socially,sometimes,graduated from masters program,white,68,70000,education / academia,"san francisco, california","doesn't have kids, but might want them",has dogs and dislikes cats,trying to quit,"english (fluently), other (okay), french (poorly), spanish (poorly), chinese (poorly)"
30,single,m,straight,skinny,mostly anything,socially,sometimes,graduated from high school,asian,71,40000,science / tech / engineering,"oakland, california","doesn't have kids, but might want them",likes dogs,trying to quit,english (fluently)
36,available,m,straight,fit,mostly anything,often,never,graduated from college/university,asian,66,150000,banking / financial / real estate,"palo alto, california",has kids,has dogs,no,"english (fluently), japanese (fluently), portuguese (fluently)"
27,single,m,straight,athletic,mostly anything,rarely,never,graduated from college/university,white,74,20000,other,"orinda, california",doesn't want kids,likes dogs and has cats,no,english
22,single,m,straight,a little extra,mostly anything,socially,never,working on college/university,"black, white",69,20000,student,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), c++ (poorly)"
20,single,m,straight,skinny,strictly anything,socially,sometimes,working on college/university,white,72,20000,student,"san rafael, california","doesn't have kids, and doesn't want any",likes dogs,sometimes,"english (fluently), spanish (poorly), swahili (poorly)"
27,single,m,straight,athletic,mostly anything,socially,never,dropped out of college/university,white,70,1000000,science / tech / engineering,"san francisco, california","doesn't have kids, but might want them",likes dogs,trying to quit,"english (poorly), italian (fluently)"
27,single,f,straight,curvy,mostly vegetarian,socially,never,working on ph.d program,indian,67,20000,student,"emeryville, california","doesn't have kids, but wants them",has dogs,no,"english (fluently), hindi (fluently)"
23,seeing someone,f,straight,fit,strictly vegan,socially,never,graduated from college/university,white,67,20000,unemployed,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and dislikes cats,no,english (fluently)
26,single,f,straight,thin,mostly vegetarian,socially,never,graduated from college/university,white,69,20000,artistic / musical / writer,"oakland, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), hebrew (poorly), spanish (poorly)"
25,single,f,bisexual,full figured,mostly vegetarian,often,sometimes,working on college/university,white,68,20000,hospitality / travel,"san francisco, california","doesn't have kids, but wants them",likes dogs,no,"english (fluently), spanish (poorly)"
36,single,m,straight,average,mostly anything,socially,sometimes,graduated from college/university,white,73,100000,banking / financial / real estate,"san francisco, california",doesn't have kids,likes dogs and likes cats,when drinking,english
20,single,m,straight,average,mostly vegetarian,socially,never,working on college/university,white,71,20000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,yes,english
22,single,f,straight,skinny,mostly anything,socially,never,working on college/university,white,66,20000,other,"benicia, california","doesn't have kids, but might want them",likes dogs and has cats,sometimes,"english (fluently), french (okay)"
20,single,m,straight,average,mostly anything,rarely,sometimes,graduated from high school,white,71,20000,construction / craftsmanship,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,no,"english (fluently), japanese (okay)"
25,single,m,straight,fit,mostly vegetarian,socially,never,graduated from med school,white,73,100000,hospitality / travel,"san francisco, california","doesn't have kids, but might want them",has dogs and dislikes cats,no,"english (fluently), ancient greek (fluently)"
22,single,m,straight,athletic,mostly anything,socially,never,working on college/university,white,70,50000,sales / marketing / biz dev,"san mateo, california","doesn't have kids, but might want them",has dogs,no,english (fluently)
22,single,m,straight,athletic,strictly anything,often,sometimes,graduated from high school,white,72,20000,other,"pleasant hill, california","doesn't have kids, but might want them",likes dogs and likes cats,yes,english (fluently)
22,single,f,straight,a little extra,mostly anything,not at all,never,working on two-year college,"black, native american",67,20000,education / academia,"richmond, california","doesn't have kids, but wants them",has dogs and likes cats,no,english (fluently)
26,single,m,straight,thin,mostly other,rarely,sometimes,graduated from college/university,"white, other",71,100000,executive / management,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), german (poorly)"
21,single,m,straight,average,mostly anything,socially,never,working on college/university,hispanic / latin,68,20000,hospitality / travel,"san lorenzo, california","doesn't have kids, but might want them",has dogs,no,"english (fluently), spanish (fluently), japanese (okay)"
53,single,m,straight,fit,mostly anything,not at all,never,graduated from high school,white,73,20000,medicine / health,"san mateo, california",doesn't want kids,likes dogs and likes cats,no,english
27,single,m,straight,average,other,rarely,never,graduated from college/university,asian,70,20000,education / academia,"alameda, california",doesn't have kids,likes dogs and likes cats,no,"english, chinese"
61,single,f,straight,a little extra,mostly anything,socially,never,graduated from masters program,white,67,50000,education / academia,"novato, california",has a kid,likes dogs and has cats,no,"english (fluently), spanish (poorly), italian (poorly)"
31,single,m,straight,fit,mostly vegetarian,socially,sometimes,college/university,white,74,100000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and has cats,no,"english (fluently), spanish (poorly)"
23,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,"native american, white, other",73,80000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), c++ (fluently), lisp (fluently), japanese (poorly)"
21,single,m,straight,fit,strictly anything,socially,often,graduated from high school,"native american, hispanic / latin, white",69,20000,transportation,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,yes,"english (fluently), portuguese (poorly), spanish (poorly)"
54,single,m,straight,athletic,mostly anything,rarely,never,graduated from masters program,white,72,150000,construction / craftsmanship,"san rafael, california",has a kid,has dogs and likes cats,no,"english (fluently), spanish (okay)"
22,single,m,gay,average,strictly vegetarian,socially,never,working on college/university,white,75,20000,sales / marketing / biz dev,"san mateo, california",doesn't want kids,likes dogs and likes cats,no,english (fluently)
39,single,f,straight,curvy,strictly other,rarely,never,graduated from college/university,white,66,70000,artistic / musical / writer,"benicia, california","has kids, but doesn't want more",has dogs and has cats,no,"english (fluently), french (okay)"
31,single,m,straight,fit,mostly anything,often,never,working on two-year college,black,73,30000,other,"oakland, california",doesn't have kids,likes dogs and dislikes cats,trying to quit,english
27,single,m,straight,average,strictly anything,often,often,graduated from college/university,"pacific islander, other",66,20000,artistic / musical / writer,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,when drinking,"english (fluently), spanish (poorly)"
31,single,f,straight,fit,mostly anything,socially,sometimes,graduated from high school,"hispanic / latin, white",65,40000,other,"berkeley, california",has a kid,likes dogs and likes cats,no,english (fluently)
40,single,m,straight,fit,mostly vegetarian,socially,never,dropped out of ph.d program,white,70,100000,artistic / musical / writer,"berkeley, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), french (okay), spanish (poorly)"
26,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,hispanic / latin,72,40000,computer / hardware / software,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,english (fluently)
21,single,f,straight,average,mostly anything,socially,sometimes,working on college/university,white,64,20000,student,"san francisco, california",doesn't have kids,likes dogs and likes cats,sometimes,"english (fluently), italian (poorly)"
51,single,f,straight,fit,mostly anything,often,never,graduated from college/university,white,67,50000,other,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,no,english
37,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,72,100000,computer / hardware / software,"san francisco, california",has kids,likes dogs and likes cats,when drinking,english
23,seeing someone,m,bisexual,thin,mostly vegetarian,socially,never,graduated from college/university,white,72,20000,entertainment / media,"san francisco, california",doesn't want kids,likes dogs and likes cats,no,"english (fluently), japanese (okay)"
32,seeing someone,m,straight,athletic,mostly vegetarian,socially,sometimes,dropped out of space camp,"black, white",55,150000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and likes cats,when drinking,"english (fluently), chinese (poorly), c++ (okay), ancient greek"
25,single,m,straight,used up,strictly anything,very often,sometimes,working on ph.d program,white,72,100000,education / academia,"berkeley, california",doesn't have kids,likes dogs,when drinking,"english (fluently), german (fluently), french (fluently), finnish (poorly), latin (okay)"
29,single,f,straight,thin,anything,socially,never,graduated from masters program,"native american, white",68,40000,education / academia,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,no,english (fluently)
51,single,m,straight,average,mostly anything,socially,never,graduated from masters program,white,74,100000,executive / management,"san francisco, california","doesn't have kids, but might want them",has dogs and dislikes cats,no,english
34,single,f,straight,average,mostly anything,socially,never,graduated from college/university,asian,60,60000,other,"san leandro, california","has a kid, and might want more",has dogs and has cats,no,"english (fluently), chinese (fluently)"
31,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,asian,66,80000,science / tech / engineering,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), chinese (okay), spanish (poorly), c++ (okay)"
24,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,other,70,20000,student,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (poorly), turkish (fluently)"
21,seeing someone,f,straight,average,mostly anything,socially,never,working on college/university,white,68,20000,artistic / musical / writer,"moraga, california",doesn't want kids,likes dogs and has cats,sometimes,"english (fluently), spanish (okay)"
65,single,f,straight,curvy,mostly other,socially,never,graduated from college/university,white,65,20000,artistic / musical / writer,"san francisco, california",doesn't want kids,likes dogs and has cats,no,english (fluently)
21,single,m,straight,fit,mostly kosher,socially,sometimes,working on college/university,white,66,20000,student,"berkeley, california",doesn't have kids,likes dogs and dislikes cats,no,"english (fluently), hebrew (okay), sign language (poorly)"
34,single,m,straight,average,mostly anything,socially,never,working on college/university,other,62,1000000,computer / hardware / software,"south san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), spanish (okay)"
31,single,m,gay,skinny,mostly anything,socially,never,dropped out of college/university,asian,65,20000,unemployed,"san rafael, california",doesn't want kids,likes dogs and dislikes cats,no,"english (fluently), french (okay), esperanto (poorly)"
27,single,m,straight,athletic,strictly vegan,not at all,never,working on masters program,asian,68,70000,student,"orinda, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), chinese (fluently)"
24,single,m,gay,athletic,strictly other,rarely,sometimes,graduated from high school,"black, white",69,20000,entertainment / media,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,trying to quit,english (okay)
34,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,68,150000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs,no,"english (fluently), c++ (fluently)"
23,single,m,straight,average,strictly anything,socially,never,dropped out of two-year college,asian,68,20000,transportation,"vallejo, california",doesn't have kids,likes dogs and has cats,yes,"english (fluently), spanish (poorly), german (poorly), turkish (poorly)"
21,single,f,bisexual,full figured,mostly other,socially,sometimes,graduated from space camp,white,66,20000,unemployed,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,trying to quit,"english (fluently), latin (poorly)"
24,single,f,straight,athletic,mostly vegetarian,often,never,graduated from masters program,white,64,70000,hospitality / travel,"san francisco, california","doesn't have kids, but might want them",has dogs,no,"english (fluently), french (poorly)"
33,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,asian,61,100000,banking / financial / real estate,"san francisco, california","doesn't have kids, but wants them",has dogs,no,"english, german, vietnamese"
28,single,f,straight,curvy,strictly anything,rarely,never,graduated from college/university,white,63,40000,medicine / health,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english, spanish (okay)"
35,single,f,straight,thin,mostly anything,socially,never,graduated from college/university,white,69,80000,other,"burlingame, california",doesn't have kids,likes dogs and has cats,no,english (fluently)
54,single,m,straight,thin,mostly vegetarian,rarely,never,graduated from law school,white,72,60000,computer / hardware / software,"oakland, california","doesn't have kids, but might want them",has cats,no,english (fluently)
33,single,m,straight,fit,mostly vegetarian,rarely,never,graduated from masters program,white,71,40000,artistic / musical / writer,"alameda, california",doesn't have kids,likes dogs and likes cats,no,english
30,single,m,gay,full figured,anything,socially,never,graduated from college/university,hispanic / latin,74,50000,banking / financial / real estate,"berkeley, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,"english (fluently), spanish (fluently)"
42,single,m,straight,fit,mostly anything,socially,never,dropped out of college/university,white,70,250000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,no,english (fluently)
27,single,f,straight,fit,mostly vegetarian,rarely,never,graduated from masters program,white,66,40000,artistic / musical / writer,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), spanish (fluently), sanskrit (poorly)"
29,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,73,80000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,has dogs,when drinking,english
38,single,f,straight,fit,mostly vegetarian,not at all,never,graduated from high school,white,64,30000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and has cats,no,english (fluently)
30,single,f,straight,overweight,strictly anything,not at all,never,graduated from college/university,asian,63,20000,other,"san bruno, california","doesn't have kids, and doesn't want any",has dogs and has cats,yes,english
22,single,f,straight,average,mostly anything,socially,never,working on college/university,hispanic / latin,64,20000,student,"berkeley, california","doesn't have kids, but might want them",has dogs,no,"english (fluently), spanish (fluently), italian (okay), french (poorly), japanese (poorly)"
23,single,m,straight,fit,mostly vegetarian,rarely,never,working on two-year college,white,70,20000,unemployed,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,trying to quit,english (fluently)
31,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,73,30000,law / legal services,"oakland, california",might want kids,has dogs and likes cats,no,"english (fluently), spanish (okay)"
28,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,66,30000,sales / marketing / biz dev,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,when drinking,"english, french (okay)"
