age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
25	single	m	straight	athletic				graduated from masters program	white	71	30000	entertainment / media	"san francisco, california"				"english (fluently), french (fluently)"
27	single	m	straight	average		socially	sometimes	dropped out of college/university	asian	70	40000	computer / hardware / software	"san francisco, california"		likes dogs	sometimes	"english (fluently), chinese (fluently), spanish (poorly), c++ (poorly)"
41	single	m	straight	fit	mostly anything	rarely	never		"asian, other"	66	80000	computer / hardware / software	"san francisco, california"	has kids	has dogs	no	english
65	single	f	gay	average		socially	sometimes	graduated from masters program	white	67	40000	artistic / musical / writer	"san francisco, california"		has dogs	no	"english (fluently), dutch (okay), french (poorly), spanish (poorly)"
25	seeing someone	f	straight	overweight	mostly anything	not at all	never	graduated from high school	white	65	20000	artistic / musical / writer	"novato, california"		has dogs and has cats	no	english (fluently)
41	single	m	straight	average	mostly anything	socially	never	graduated from college/university	"asian, pacific islander"	67	80000	computer / hardware / software	"san francisco, california"	has a kid		no	"english (fluently), cebuano (okay), tagalog (okay)"
23	single	m	bisexual	curvy		socially	never	graduated from college/university	asian	66	20000	medicine / health	"hayward, california"			no	english
22	single	m	gay	average	strictly vegetarian	socially	never	working on college/university	white	75	20000	sales / marketing / biz dev	"san mateo, california"	doesn't want kids	likes dogs and likes cats	no	english (fluently)
26	single	f	straight	full figured		socially	never	graduated from college/university	"black, hispanic / latin, white"	64	20000	artistic / musical / writer	"san mateo, california"		likes dogs and has cats	no	english (fluently)
37	single	m	straight	fit	mostly anything	socially	never	graduated from college/university	white	68	80000	science / tech / engineering	"walnut creek, california"			no	english
39	single	f	straight	curvy	strictly other	rarely	never	graduated from college/university	white	66	70000	artistic / musical / writer	"benicia, california"	"has kids, but doesn't want more"	has dogs and has cats	no	"english (fluently), french (okay)"
31	single	m	straight	average		socially	never	graduated from two-year college	black	71	80000	computer / hardware / software	"palo alto, california"		likes dogs and dislikes cats	no	english
25	single	m	straight	a little extra	anything	socially		graduated from college/university	"asian, pacific islander"	63	20000	other	"rodeo, california"	"doesn't have kids, but might want them"	has dogs and likes cats	when drinking	"english (fluently), tagalog (okay)"
33	single	f	bisexual	curvy	strictly vegetarian	socially	sometimes	working on college/university	other	62	20000	other	"san francisco, california"		likes cats	no	english (fluently)
39	single	m	straight	fit		socially	never	graduated from college/university	white	73	60000	education / academia	"san francisco, california"		likes dogs and likes cats	no	"english, spanish, estonian"
31	single	m	straight	fit	mostly anything	often	never	working on two-year college	black	73	30000	other	"oakland, california"	doesn't have kids	likes dogs and dislikes cats	trying to quit	english
23	single	m	straight	fit	mostly vegetarian	not at all	sometimes	working on college/university	white	67	20000	student	"oakland, california"		likes dogs and likes cats	yes	english
52	single	m	straight	average		socially	never	graduated from masters program	white	69	100000	computer / hardware / software	"oakland, california"		likes dogs and dislikes cats	no	"english (fluently), german (poorly), spanish (poorly)"
35	single	m	straight	overweight		socially	sometimes	graduated from masters program	white	68	100000	science / tech / engineering	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	english (fluently)
27	single	m	straight	average	strictly anything	often	often	graduated from college/university	"pacific islander, other"	66	20000	artistic / musical / writer	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	when drinking	"english (fluently), spanish (poorly)"
35	single	m	straight	athletic	mostly anything	often	never	graduated from college/university	white	68	100000	sales / marketing / biz dev	"redwood city, california"	has kids		no	"english (fluently), spanish (okay)"
34	single	m	straight			socially	never	graduated from college/university	"middle eastern, white"	69	30000	science / tech / engineering	"oakland, california"	has kids		no	english
26	single	m	straight	a little extra		socially	never	graduated from high school	pacific islander	70	50000	executive / management	"san francisco, california"	"has a kid, and might want more"	has dogs	trying to quit	english
28	single	m	straight	average	strictly anything	socially	never		asian	71	150000	computer / hardware / software	"san francisco, california"	doesn't have kids		sometimes	english
28	single	f	straight	thin	mostly anything	rarely	never	graduated from masters program	white	65	50000	education / academia	"san francisco, california"		likes dogs and likes cats	no	english (fluently)
23	single	m	straight	athletic	halal	not at all	never	working on two-year college		72	1000000		"san francisco, california"		has cats	no	english
52	single	f	straight	fit	mostly vegetarian	socially		graduated from college/university	white	62	80000	transportation	"san francisco, california"	doesn't have kids		no	english
32	seeing someone	f	straight			socially		graduated from college/university	white	65	40000	medicine / health	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (okay), latin (poorly)"
23	single	f	straight	average		socially	never	working on college/university	"asian, white"	67	20000	other	"san francisco, california"			when drinking	english
23	single	m	straight	jacked	strictly anything	socially		graduated from college/university	white	75	30000	law / legal services	"san francisco, california"	doesn't have kids		no	english (okay)
27	single	f	gay	skinny	anything	often		graduated from college/university	black	62	1000000	artistic / musical / writer	"san francisco, california"	doesn't have kids		when drinking	english
34	single	f	straight	thin		socially	sometimes	graduated from college/university	white	62	50000	hospitality / travel	"oakland, california"		likes dogs and likes cats	trying to quit	"english (fluently), spanish (fluently)"
22	single	f	bisexual	average	mostly kosher	rarely	never	working on two-year college		64	20000	unemployed	"hayward, california"	"doesn't have kids, but wants them"	has dogs and likes cats	yes	english
31	single	f	straight	fit	mostly anything	socially	sometimes	graduated from high school	"hispanic / latin, white"	65	40000	other	"berkeley, california"	has a kid	likes dogs and likes cats	no	english (fluently)
23	single	m	straight	jacked		socially	never	graduated from college/university	white	75	30000	law / legal services	"san francisco, california"	doesn't have kids		no	english
40	single	m	straight	fit	mostly vegetarian	socially	never	dropped out of ph.d program	white	70	100000	artistic / musical / writer	"berkeley, california"	"doesn't have kids, but might want them"	likes dogs and has cats	no	"english (fluently), french (okay), spanish (poorly)"
54	single	f	straight	thin		socially	never	graduated from college/university	white	66	20000	artistic / musical / writer	"pacifica, california"		has dogs and dislikes cats	trying to quit	english (fluently)
26	single	m	straight	athletic	mostly anything	socially	never	graduated from college/university	hispanic / latin	72	40000	computer / hardware / software	"san francisco, california"	"doesn't have kids, and doesn't want any"	likes dogs and likes cats	no	english (fluently)
31	single	m	straight	athletic		socially	never	graduated from two-year college	white	72	30000	sales / marketing / biz dev	"alameda, california"		likes dogs	sometimes	"english (fluently), farsi (fluently)"
29	single	f	straight	a little extra		socially	never	graduated from two-year college	white	67	20000	other	"vallejo, california"	has a kid	likes dogs and has cats	no	english
32	single	m	straight	average		socially	never	graduated from ph.d program	white	69	80000	medicine / health	"berkeley, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), japanese (poorly), yiddish (poorly)"
21	single	f	straight	average	mostly anything	socially	sometimes	working on college/university	white	64	20000	student	"san francisco, california"	doesn't have kids	likes dogs and likes cats	sometimes	"english (fluently), italian (poorly)"
51	single	f	straight	fit	mostly anything	often	never	graduated from college/university	white	67	50000	other	"san francisco, california"	"doesn't have kids, and doesn't want any"	likes dogs and has cats	no	english
45	single	m	bisexual	fit	mostly anything	socially	never	graduated from college/university	white	74	100000	science / tech / engineering	"san francisco, california"	"has a kid, and might want more"		when drinking	"english, german (okay), norwegian (fluently), french (poorly), swedish (okay)"
55	single	m	straight	thin		socially		graduated from masters program	white	69	250000	executive / management	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and has cats	no	english
48	single	m	straight	average	anything	socially	never	graduated from college/university	white	70	100000	executive / management	"san francisco, california"	has a kid		trying to quit	"english, breton, french, spanish"
31	single	m	straight	average	strictly anything	socially	never	graduated from college/university	white	72	70000		"oakland, california"		likes dogs and has cats	no	"english (fluently), french (okay)"
22	single	m	bisexual	average	strictly vegan	often				70	20000	other	"san francisco, california"			no	english
27	single	m	straight	athletic	mostly other	rarely	never	dropped out of space camp	white	70	1000000	hospitality / travel	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
29	single	m	straight	athletic		rarely	sometimes		"hispanic / latin, white"	68	40000	medicine / health	"pleasant hill, california"		likes dogs and has cats	when drinking	"english (fluently), spanish (poorly)"
21	available	m	straight	a little extra	strictly anything	socially	sometimes	graduated from high school	"white, other"	74	20000	other	"alameda, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
27	single	m	straight	average	mostly anything	socially	often	graduated from high school	"hispanic / latin, white"	68	20000	artistic / musical / writer	"belmont, california"		likes cats	no	"english (fluently), latin (fluently), german (okay)"
30	single	m	straight	a little extra	mostly anything	socially	never	dropped out of two-year college	hispanic / latin	68	50000	other	"redwood city, california"	has kids		no	"english, spanish (fluently)"
23	single	m	straight	average		socially	never	graduated from high school	black	72	20000	construction / craftsmanship	"oakland, california"	doesn't have kids		sometimes	english
46	single	m	straight	athletic	mostly anything	often	never	graduated from masters program	"black, native american, other"	70	150000	science / tech / engineering	"san francisco, california"	"doesn't have kids, and doesn't want any"		no	english (poorly)
39	single	m	straight	average		rarely	never	dropped out of college/university	white	71	20000	other	"san pablo, california"			no	english
37	single	m	straight	average	mostly anything	socially	never	graduated from college/university	white	72	100000	computer / hardware / software	"san francisco, california"	has kids	likes dogs and likes cats	when drinking	english
23	single	m	straight	jacked	strictly anything	socially		graduated from college/university	white	72	60000	science / tech / engineering	"palo alto, california"	doesn't have kids	has dogs and likes cats	no	"english (fluently), spanish (okay)"
40	single	f	straight	a little extra		socially	never	graduated from college/university	hispanic / latin	69	60000	artistic / musical / writer	"san francisco, california"	doesn't want kids	likes dogs and has cats	no	english
47	single	m	straight		mostly anything	often		graduated from college/university	white	74	60000	computer / hardware / software	"san francisco, california"	has kids		yes	"english (fluently), german (okay), spanish (poorly)"
23	single	m	straight	average		often		graduated from college/university	white	67	70000	computer / hardware / software	"san francisco, california"				"english (fluently), german (poorly), c++ (okay)"
29	single	m	straight	athletic	mostly anything	socially		graduated from college/university	indian	74	150000	executive / management	"south san francisco, california"			no	"english (fluently), farsi (poorly), french (poorly)"
32	single	m	straight			socially	sometimes		white	75	40000	executive / management	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly), latin (poorly), french (poorly)"
30	single	m	straight	a little extra	mostly anything	socially	never	graduated from college/university	middle eastern	75	60000	sales / marketing / biz dev	"san mateo, california"	doesn't have kids		sometimes	"english (fluently), arabic (fluently)"
40	single	m	straight	fit			never			74	1000000		"daly city, california"				english
24	single	m	straight	average		socially	sometimes	working on masters program	white	70	20000	student	"san francisco, california"		likes dogs	no	"english (fluently), french (okay), hebrew (okay), spanish (poorly), german (poorly)"
23	seeing someone	m	bisexual	thin	mostly vegetarian	socially	never	graduated from college/university	white	72	20000	entertainment / media	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	"english (fluently), japanese (okay)"
30	single	m	gay	athletic	anything	rarely	never	graduated from two-year college	other	67	20000	medicine / health	"san francisco, california"		likes dogs and likes cats	no	english
36	single	m	straight	a little extra	mostly vegetarian	socially	never	graduated from college/university	"native american, hispanic / latin, white, other"	67	100000	science / tech / engineering	"alameda, california"		likes dogs and likes cats	no	"english (fluently), spanish (fluently)"
32	seeing someone	m	straight	athletic	mostly vegetarian	socially	sometimes	dropped out of space camp	"black, white"	55	150000	science / tech / engineering	"san francisco, california"	doesn't have kids	likes dogs and likes cats	when drinking	"english (fluently), chinese (poorly), c++ (okay), ancient greek"
24	single	m	straight	fit	strictly anything	socially		graduated from college/university	hispanic / latin	75	30000	artistic / musical / writer	"san francisco, california"	doesn't have kids	likes dogs and likes cats	when drinking	"english, spanish"
31	seeing someone	m	gay	average		socially	never	graduated from masters program	asian	66	70000	entertainment / media	"san francisco, california"		likes dogs and likes cats	no	"english, japanese (okay), c++ (fluently)"
58	single	f	straight	fit	mostly other	socially	never	graduated from college/university	white	62	80000	other	"san francisco, california"		likes dogs and has cats	no	english (fluently)
25	single	m	straight	used up	strictly anything	very often	sometimes	working on ph.d program	white	72	100000	education / academia	"berkeley, california"	doesn't have kids	likes dogs	when drinking	"english (fluently), german (fluently), french (fluently), finnish (poorly), latin (okay)"
29	single	f	straight	thin	anything	socially	never	graduated from masters program	"native american, white"	68	40000	education / academia	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and dislikes cats	no	english (fluently)
49	single	f	straight	athletic		socially	never	graduated from college/university	white	68	100000	medicine / health	"larkspur, california"	has a kid	likes dogs and has cats	no	"english (fluently), spanish (okay)"
59	single	m	straight	average		often	never	college/university	"native american, hispanic / latin, white"	70	40000	sales / marketing / biz dev	"lagunitas, california"	has a kid		no	"english, french (fluently), spanish (okay)"
28	single	m	bisexual	athletic	mostly vegetarian	socially	never	graduated from college/university	white	72	20000	other	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
27	single	m	straight	athletic	strictly anything	socially	never	graduated from masters program	white	71	80000	sales / marketing / biz dev	"oakland, california"		has dogs	no	english
47	single	m	straight	average		rarely	never	graduated from ph.d program	asian	65	100000	science / tech / engineering	"stanford, california"			no	"english, chinese"
51	single	m	straight	average	mostly anything	socially	never	graduated from masters program	white	74	100000	executive / management	"san francisco, california"	"doesn't have kids, but might want them"	has dogs and dislikes cats	no	english
52	single	m	straight	fit		socially	sometimes	graduated from college/university	white	72	100000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	when drinking	"english (fluently), french (okay)"
27	seeing someone	f	bisexual		mostly anything	socially		working on college/university	"asian, white"	63	20000	other	"oakland, california"	doesn't want kids		no	"english (fluently), french (poorly), chinese (poorly)"
34	single	f	straight	average	mostly anything	socially	never	graduated from college/university	asian	60	60000	other	"san leandro, california"	"has a kid, and might want more"	has dogs and has cats	no	"english (fluently), chinese (fluently)"
30	single	m	straight	fit		socially	never	graduated from college/university	white	69	150000	other	"san francisco, california"		likes dogs	no	english
35	single	f	straight	fit		socially	never	graduated from college/university	asian	63	80000	medicine / health	"oakland, california"		likes dogs and likes cats	no	"english (fluently), korean (fluently)"
23	single	f	gay	athletic	mostly kosher	socially	never	working on ph.d program	asian	60	1000000	artistic / musical / writer	"san francisco, california"		likes dogs and has cats	no	"english (fluently), ancient greek (fluently), vietnamese (fluently), sign language (okay), yiddish (poorly)"
27	available	m	straight	fit		very often	sometimes	dropped out of college/university	"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin"	69	1000000	other	"oakland, california"		has dogs and likes cats	trying to quit	"english (fluently), japanese (poorly)"
31	single	m	straight	athletic	mostly anything	socially	never	graduated from masters program	asian	66	80000	science / tech / engineering	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and has cats	no	"english (fluently), chinese (okay), spanish (poorly), c++ (okay)"
24	single	m	straight	athletic	strictly anything	socially	never	graduated from college/university	other	70	20000	student	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english (poorly), turkish (fluently)"
31	seeing someone	f	gay	full figured	mostly anything	not at all	never	graduated from college/university	white	62	20000	unemployed	"hayward, california"		has cats	no	"english (fluently), sign language (poorly)"
21	seeing someone	f	straight	average	mostly anything	socially	never	working on college/university	white	68	20000	artistic / musical / writer	"moraga, california"	doesn't want kids	likes dogs and has cats	sometimes	"english (fluently), spanish (okay)"
65	single	f	straight	curvy	mostly other	socially	never	graduated from college/university	white	65	20000	artistic / musical / writer	"san francisco, california"	doesn't want kids	likes dogs and has cats	no	english (fluently)
35	seeing someone	m	straight	fit	mostly anything	socially	never	working on masters program	white	70	50000	science / tech / engineering	"san francisco, california"		has dogs	no	"english (okay), other (fluently)"
32	seeing someone	f	straight	skinny	mostly anything	often	sometimes	graduated from college/university	white	65	80000	computer / hardware / software	"emeryville, california"		likes dogs and has cats	when drinking	"english (fluently), russian (fluently)"
33	single	f	straight	curvy		socially	sometimes	graduated from college/university	white	64	40000	clerical / administrative	"oakland, california"		has dogs and has cats	no	"english (fluently), french (poorly)"
21	single	m	straight	fit	mostly kosher	socially	sometimes	working on college/university	white	66	20000	student	"berkeley, california"	doesn't have kids	likes dogs and dislikes cats	no	"english (fluently), hebrew (okay), sign language (poorly)"
30	single	m	straight	average		socially	never	graduated from masters program	asian	72	100000	executive / management	"san francisco, california"			no	"english (fluently), chinese (fluently)"
21	single	m	straight	average	mostly anything	not at all	never	working on college/university	other	73	40000		"san francisco, california"			no	english
34	single	m	straight	average	mostly anything	socially	never	working on college/university	other	62	1000000	computer / hardware / software	"south san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), spanish (okay)"
23	single	m	straight	fit		socially	never	working on college/university	white	72	20000	other	"fairfax, california"			no	"english, danish (poorly), spanish (okay)"
24	single	m	gay	skinny		socially	sometimes	graduated from college/university	"asian, pacific islander"	73	20000	sales / marketing / biz dev	"oakland, california"		likes dogs	yes	"english (fluently), tagalog (fluently)"
51	single	m	straight	average		not at all	never		white	69	40000	transportation	"pinole, california"	doesn't want kids	has dogs and likes cats	no	"english (fluently), english (fluently)"
24	single	m	straight	athletic	mostly anything	socially	sometimes	working on masters program	white	70	20000		"san francisco, california"		likes dogs and dislikes cats	no	"english (fluently), italian (fluently), spanish (poorly)"
35	single	f	straight	athletic		socially	never	graduated from masters program	white	72	70000	medicine / health	"san francisco, california"			no	english
31	single	m	gay	skinny	mostly anything	socially	never	dropped out of college/university	asian	65	20000	unemployed	"san rafael, california"	doesn't want kids	likes dogs and dislikes cats	no	"english (fluently), french (okay), esperanto (poorly)"
25	single	f	straight	average		often	never	graduated from college/university	white	67	20000	entertainment / media	"san francisco, california"		likes dogs	no	english
37	seeing someone	f	bisexual	athletic	anything	often		graduated from masters program	white	70	1000000	medicine / health	"oakland, california"		has dogs and likes cats	no	"english (fluently), spanish (okay), french (poorly), german (poorly)"
34	single	m	straight	athletic	mostly anything	socially		graduated from ph.d program		68	150000	education / academia	"san francisco, california"			no	english (fluently)
27	single	m	straight	athletic	strictly vegan	not at all	never	working on masters program	asian	68	70000	student	"orinda, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english (fluently), chinese (fluently)"
19	single	m	straight	athletic	mostly anything	not at all	never	graduated from high school	asian	66	20000	student	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), chinese (fluently)"
24	single	m	gay	athletic	strictly other	rarely	sometimes	graduated from high school	"black, white"	69	20000	entertainment / media	"oakland, california"	"doesn't have kids, and doesn't want any"	likes dogs and likes cats	trying to quit	english (okay)
24	single	m	straight	skinny	strictly anything	socially		working on college/university	"black, white, other"	72	20000	student	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
34	single	m	straight	athletic	strictly anything	socially	never	graduated from college/university	white	68	150000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs	no	"english (fluently), c++ (fluently)"
31	single	m	straight	average		socially	sometimes	graduated from college/university	indian	70	50000	artistic / musical / writer	"berkeley, california"	doesn't want kids	likes dogs and likes cats	sometimes	"english (fluently), hindi (okay), spanish (poorly)"
41	single	m	straight	thin	mostly anything	socially	never	graduated from college/university	white	71	80000	computer / hardware / software	"san rafael, california"		likes dogs and likes cats	no	english
23	single	m	straight	average	strictly anything	socially	never	dropped out of two-year college	asian	68	20000	transportation	"vallejo, california"	doesn't have kids	likes dogs and has cats	yes	"english (fluently), spanish (poorly), german (poorly), turkish (poorly)"
21	single	f	bisexual	full figured	mostly other	socially	sometimes	graduated from space camp	white	66	20000	unemployed	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	trying to quit	"english (fluently), latin (poorly)"
28	single	m	straight	used up	strictly anything	often	sometimes	dropped out of space camp	asian	68	1000000	artistic / musical / writer	"san francisco, california"		likes dogs and has cats	yes	"english, french, korean, japanese"
24	single	f	straight	athletic	mostly vegetarian	often	never	graduated from masters program	white	64	70000	hospitality / travel	"san francisco, california"	"doesn't have kids, but might want them"	has dogs	no	"english (fluently), french (poorly)"
36	single	m	straight	average	mostly anything	not at all	never	working on college/university	white	71	20000	student	"san francisco, california"		likes cats	no	english
27	single	m	straight			socially	never	graduated from college/university	"indian, white, other"	69	60000	banking / financial / real estate	"san francisco, california"		likes dogs and dislikes cats	when drinking	english
44	single	m	gay	athletic	anything	rarely	sometimes	dropped out of college/university	white	69	30000	computer / hardware / software	"san francisco, california"		has dogs and dislikes cats	no	english
27	seeing someone	m	straight	average		rarely	sometimes	working on two-year college	white	72	20000	student	"lafayette, california"	has a kid		yes	english
33	single	f	straight	fit	mostly anything	socially	never	graduated from college/university	asian	61	100000	banking / financial / real estate	"san francisco, california"	"doesn't have kids, but wants them"	has dogs	no	"english, german, vietnamese"
24	seeing someone	f	bisexual	curvy		socially		graduated from college/university	white	63	20000	artistic / musical / writer	"berkeley, california"			no	english
24	single	f	straight	average	mostly anything	often	sometimes	graduated from college/university	white	95	1000000	other	"san francisco, california"		likes dogs and likes cats	no	english
28	single	f	straight	curvy	strictly anything	rarely	never	graduated from college/university	white	63	40000	medicine / health	"berkeley, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english, spanish (okay)"
26	single	m	straight	thin	mostly anything	socially		graduated from space camp	white	71	40000	medicine / health	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	when drinking	"english (fluently), spanish (poorly)"
25	single	m	straight	athletic	strictly anything	socially	never	graduated from college/university	"middle eastern, other"	72	70000	sales / marketing / biz dev	"san francisco, california"		likes dogs	no	"english (fluently), hebrew (okay), spanish (okay), arabic (poorly)"
31	single	m	straight	average		often	never	dropped out of college/university	white	68	100000	executive / management	"san francisco, california"		likes dogs and likes cats	no	english
25	single	f	straight	curvy		socially	never	graduated from masters program	white	63	60000	other	"san francisco, california"			no	english
26	single	m	straight	athletic	anything	socially	sometimes	working on college/university	black	72	30000	student	"sausalito, california"			when drinking	english
36	seeing someone	m	straight	thin		socially	never	graduated from two-year college		72	70000	other	"berkeley, california"			when drinking	english
35	single	f	straight	thin	mostly anything	socially	never	graduated from college/university	white	69	80000	other	"burlingame, california"	doesn't have kids	likes dogs and has cats	no	english (fluently)
32	single	f	straight	full figured		often	sometimes	graduated from college/university	white	69	30000	hospitality / travel	"oakland, california"	doesn't want kids	has cats	yes	"english (fluently), german (poorly)"
32	single	f	straight	fit		socially	never	graduated from college/university	white	64	150000		"san francisco, california"	doesn't have kids		no	english
37	seeing someone	f	bisexual			socially	sometimes	graduated from college/university	white	63	80000	computer / hardware / software	"san leandro, california"	doesn't want kids	likes dogs	no	"english (fluently), hebrew (okay), spanish (poorly), sign language (poorly)"
28	single	m	straight	fit	strictly anything	socially		graduated from masters program	white	69	100000	other	"san francisco, california"			no	"english (fluently), russian (fluently)"
24	single	m	gay	skinny		often	never	working on college/university	pacific islander	69	20000	student	"san francisco, california"	doesn't have kids	likes dogs and dislikes cats	no	"english (fluently), other (okay)"
23	single	m	straight	thin	anything	socially	never	college/university	white	70	20000	artistic / musical / writer	"oakland, california"			when drinking	english
25	single	m	straight	a little extra	strictly anything	socially	often	working on two-year college		74	20000	banking / financial / real estate	"hayward, california"	"doesn't have kids, but might want them"	likes dogs and dislikes cats	yes	english (fluently)
26	single	f	straight	average	mostly anything	socially	never	working on college/university	other	63	30000	student	"san francisco, california"		has dogs	no	"english (fluently), russian (fluently)"
54	single	m	straight	thin	mostly vegetarian	rarely	never	graduated from law school	white	72	60000	computer / hardware / software	"oakland, california"	"doesn't have kids, but might want them"	has cats	no	english (fluently)
28	single	m	straight	average	strictly vegan	socially		graduated from high school	white	69	1000000		"santa cruz, california"		likes dogs and likes cats	no	english (fluently)
43	single	m	straight	average	mostly anything	often	sometimes	working on two-year college	white	70	20000	other	"san francisco, california"		likes dogs and likes cats	sometimes	english
63	single	m	straight	average		not at all	never	graduated from college/university	asian	70	60000	other	"san francisco, california"	doesn't want kids	has dogs	no	"english (fluently), chinese (poorly)"
21	single	f	gay	fit	strictly other	often	sometimes	graduated from two-year college	white	70	20000	student	"san francisco, california"		likes dogs and has cats	when drinking	"english (fluently), sign language (poorly)"
30	single	m	straight			socially	never	graduated from masters program	"hispanic / latin, white"	74	60000	education / academia	"alameda, california"			no	english
23	single	f	straight	fit	mostly anything	socially	sometimes	graduated from college/university	white	65	20000	artistic / musical / writer	"albany, california"		has dogs and has cats	sometimes	"english (fluently), french (fluently), dutch (poorly)"
31	seeing someone	f	straight			often	never	graduated from college/university	other	66	50000	sales / marketing / biz dev	"san francisco, california"		likes dogs	sometimes	english
43	single	m	straight	athletic	mostly anything	rarely	never	graduated from masters program	white	72	100000	science / tech / engineering	"palo alto, california"	"doesn't have kids, but might want them"	likes dogs		"english (fluently), spanish (poorly), russian (poorly)"
28	single	m	straight	athletic	mostly vegetarian	socially	never	graduated from college/university	black	72	50000	education / academia	"fairfax, california"	doesn't want kids			english (poorly)
33	single	m	straight	fit	mostly vegetarian	rarely	never	graduated from masters program	white	71	40000	artistic / musical / writer	"alameda, california"	doesn't have kids	likes dogs and likes cats	no	english
67	single	m	straight	thin	mostly anything	socially	never	graduated from college/university	white	70	30000	artistic / musical / writer	"berkeley, california"	doesn't want kids		no	"english (fluently), french (fluently), spanish (poorly)"
60	single	m	straight	fit		socially	never	graduated from law school	white	76	100000	law / legal services	"oakland, california"			no	english
49	single	m	straight	fit		socially	never	graduated from masters program	hispanic / latin	68	150000	executive / management	"alameda, california"		likes dogs and likes cats	no	"english (fluently), spanish (fluently), japanese (poorly)"
30	single	m	gay	full figured	anything	socially	never	graduated from college/university	hispanic / latin	74	50000	banking / financial / real estate	"berkeley, california"	"doesn't have kids, and doesn't want any"	likes dogs and likes cats	no	"english (fluently), spanish (fluently)"
42	single	m	straight	fit	mostly anything	socially	never	dropped out of college/university	white	70	250000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and has cats	no	english (fluently)
24	single	m	straight	average		socially	never	working on college/university	asian	66	20000	student	"alameda, california"		likes dogs and likes cats	no	"english (fluently), chinese (fluently)"
27	single	m	straight	athletic		not at all	never	college/university	black	74	50000		"oakland, california"	has kids	likes dogs	no	english
25	single	m	straight	fit		rarely	never	graduated from college/university	white	75	100000	computer / hardware / software	"palo alto, california"		likes cats	no	"english (fluently), c++ (fluently)"
28	single	f	gay	full figured	mostly anything	socially	never	graduated from masters program	"asian, white"	60	30000	law / legal services	"castro valley, california"		likes dogs and likes cats	no	english (fluently)
25	single	m	straight	athletic	mostly anything	socially	never	working on masters program	black	72	40000	other	"daly city, california"		likes dogs	when drinking	"english (fluently), french (fluently)"
24	seeing someone	m	straight	a little extra	mostly anything	socially	never		white	76	30000	other	"san pablo, california"	"has a kid, and might want more"	has dogs and has cats	when drinking	english (fluently)
25	single	m	gay	thin	anything	socially	never	working on two-year college	hispanic / latin	66	20000	student	"oakland, california"			when drinking	english
27	single	f	straight	fit	mostly vegetarian	rarely	never	graduated from masters program	white	66	40000	artistic / musical / writer	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), spanish (fluently), sanskrit (poorly)"
29	single	m	straight	average	mostly anything	socially	never	graduated from college/university	white	73	80000	sales / marketing / biz dev	"san francisco, california"	doesn't have kids	has dogs	when drinking	english
51	single	f	gay	fit		socially	never	graduated from masters program	white	64	50000	medicine / health	"berkeley, california"		likes dogs and likes cats	no	english
29	single	m	straight	fit	anything	socially	never	graduated from ph.d program	white	74	150000	science / tech / engineering	"san francisco, california"		likes dogs and has cats	no	"english (fluently), c++ (fluently)"
46	available	m	straight	fit		socially		graduated from college/university		70	80000	construction / craftsmanship	"san mateo, california"	has kids	likes dogs and dislikes cats	no	"english (fluently), spanish (poorly)"
38	single	f	straight	fit	mostly vegetarian	not at all	never	graduated from high school	white	64	30000	artistic / musical / writer	"san francisco, california"	"doesn't have kids, and doesn't want any"	dislikes dogs and has cats	no	english (fluently)
40	single	f	straight	athletic		socially	never	graduated from masters program	white	66	70000	education / academia	"mill valley, california"		likes dogs	no	"english (fluently), spanish (okay)"
62	single	m	straight	athletic	mostly vegetarian	socially	never	graduated from college/university	white	79	20000	construction / craftsmanship	"berkeley, california"	"doesn't have kids, and doesn't want any"		no	english (fluently)
